id_aluno,ano_ref,fase,idade,defasagem,ida,ieg,iaa,ips,ipp,ipv,ian,matematica,portugues,ingles,risco_defasagem_futuro
336,2023,3,14,-1,5.1,7.5,0.0,6.89,7.34375,7.255,5.0,6.7,5.2,3.3,1
337,2022,2,11,0,5.8,9.3,10.0,7.5,,7.611,10.0,7.5,4.0,,1
338,2022,2,12,-1,5.8,7.3,8.5,7.5,,7.611,5.0,5.3,6.2,,0
338,2023,3,13,0,6.7,9.1,8.3,7.52,8.59375,8.38,10.0,8.7,7.0,4.5,1
339,2022,2,11,0,8.1,9.9,6.9,7.5,,8.889,10.0,7.1,9.2,,1
339,2023,3,12,0,7.1,8.9,0.0,7.52,7.8125,8.255,10.0,7.7,5.7,7.8,1
340,2022,2,11,0,6.5,8.2,9.0,7.5,,7.667,10.0,6.0,7.0,,1
340,2023,2,12,-1,8.9,9.6,0.0,2.52,9.166666667,8.505,5.0,9.0,8.7,,1
341,2022,2,12,-1,5.8,7.7,8.0,7.5,,7.5,5.0,5.0,6.5,,1
342,2022,2,14,-2,6.6,6.7,9.0,7.5,,7.5,5.0,5.5,7.7,,0
342,2023,3,15,-2,6.6,8.6,7.5,7.52,7.96875,8.505,5.0,6.3,7.8,5.7,1
343,2022,2,14,-2,5.9,7.4,9.5,7.5,,7.167,5.0,4.2,7.7,,1
343,2023,3,15,-2,5.7,7.2,9.2,6.26,7.65625,6.9225,5.0,4.5,6.7,6.0,1
344,2022,2,11,0,4.5,8.3,8.5,7.5,,7.5,10.0,2.3,6.7,,1
345,2022,2,13,-1,3.6,5.4,9.5,5.6,,6.667,5.0,1.3,5.8,,0
345,2023,3,14,-1,4.6,6.8,8.8,6.26,8.125,7.1725,5.0,5.7,5.7,2.5,1
346,2022,2,10,0,7.0,9.1,10.0,7.5,,7.889,10.0,6.0,8.0,,1
346,2023,3,11,1,6.2,9.4,0.0,8.14,7.96875,7.84,10.0,6.7,5.5,6.5,1
347,2022,2,12,-1,8.5,10.0,9.0,5.6,,8.0,5.0,8.5,8.5,,1
347,2023,3,13,0,7.3,9.5,6.7,2.52,7.8125,7.7925,10.0,6.7,6.2,9.0,0
348,2022,2,12,-1,1.8,8.7,9.0,7.5,,5.833,5.0,0.5,3.0,,0
348,2023,2,13,-1,4.4,8.7,10.0,2.52,8.541666667,8.0075,5.0,2.0,6.7,,1
349,2022,2,12,-1,3.7,7.7,9.5,7.5,,3.944,5.0,2.2,5.2,,1
350,2022,2,11,0,6.5,8.8,10.0,7.5,,8.611,10.0,7.0,6.0,,1
350,2023,2,12,-1,9.0,9.7,10.0,2.52,8.958333333,7.92,5.0,8.8,9.2,,1
351,2022,2,14,-2,4.0,7.2,9.0,7.5,,8.111,5.0,3.2,4.8,,1
352,2022,2,11,0,7.0,8.1,9.0,5.6,,8.389,10.0,7.3,6.7,,0
352,2023,3,12,0,7.2,8.1,9.2,6.26,7.96875,7.17,10.0,8.2,6.0,7.5,1
353,2022,2,11,0,7.5,10.0,7.0,7.5,,8.444,10.0,8.0,7.0,,1
353,2023,3,12,0,8.4,9.9,8.8,2.52,7.8125,8.67,10.0,8.5,7.3,9.5,1
354,2022,2,13,-1,4.5,4.3,8.5,7.5,,7.333,5.0,2.8,6.2,,1
355,2022,2,12,-1,4.5,5.0,5.8,7.5,,6.056,5.0,5.5,3.5,,1
356,2022,2,12,-1,4.6,8.4,10.0,5.0,,8.278,5.0,5.3,3.8,,1
356,2023,3,13,0,3.4,8.5,9.2,2.52,6.09375,6.5025,10.0,4.3,4.5,1.3,1
357,2022,2,12,-1,8.5,9.6,8.0,7.5,,7.778,5.0,10.0,7.0,,0
357,2023,2,13,-1,8.7,9.6,8.5,7.52,8.75,8.23,5.0,8.7,8.7,,1
358,2022,2,13,-1,0.0,6.5,7.5,7.5,,7.556,5.0,0.0,0.0,,1
359,2022,2,12,-1,4.6,7.0,9.0,7.5,,7.5,5.0,3.3,5.8,,0
359,2023,3,13,0,5.8,9.2,9.6,2.52,7.65625,8.255,10.0,6.0,6.7,4.7,1
360,2022,2,12,-1,5.2,8.5,9.5,7.5,,7.5,5.0,4.7,5.7,,1
360,2023,3,13,0,4.3,7.3,0.0,2.52,7.34375,7.4225,10.0,5.3,4.8,2.8,1
361,2022,2,13,-1,5.0,9.2,7.9,6.3,,6.778,5.0,4.0,6.0,,1
362,2022,2,12,-1,7.9,7.9,8.5,7.5,,7.5,5.0,6.5,9.3,,1
362,2023,3,13,0,5.1,7.5,0.0,7.52,7.03125,7.0875,10.0,5.7,6.8,2.8,1
363,2022,2,12,-1,2.0,10.0,10.0,6.9,,7.056,5.0,1.0,3.0,,1
363,2023,2,13,-1,6.8,9.9,0.0,2.52,8.541666667,8.673333333,5.0,6.8,6.8,,1
364,2022,2,11,0,8.8,10.0,9.5,7.5,,8.167,10.0,9.5,8.0,,1
364,2023,3,12,0,5.8,9.0,8.8,6.89,7.03125,7.505,10.0,8.0,5.2,4.3,0
365,2022,2,10,0,7.8,10.0,8.0,5.0,,7.833,10.0,6.0,9.5,,1
365,2023,2,11,0,8.7,9.9,10.0,2.52,8.958333333,8.953333333,10.0,8.2,9.2,,1
366,2022,2,12,-1,5.5,9.4,9.5,7.5,,6.833,5.0,6.0,5.0,,1
367,2022,2,12,-1,6.7,7.4,8.5,6.3,,7.5,5.0,5.2,8.2,,1
367,2023,3,13,0,5.9,8.7,8.8,2.52,7.8125,7.7925,10.0,7.0,5.5,5.2,1
368,2022,2,13,-1,7.3,7.9,8.0,5.0,,7.5,5.0,5.5,9.0,,1
368,2023,3,14,-1,6.7,7.7,0.0,2.52,7.03125,7.34,5.0,5.0,7.2,7.8,1
369,2022,2,11,0,4.8,6.9,9.0,7.5,,6.889,10.0,4.0,5.5,,1
369,2023,2,12,-1,4.0,4.1,10.0,5.0,8.541666667,7.726666667,5.0,5.0,3.0,,1
370,2022,2,12,-1,7.2,8.2,8.5,5.0,,7.611,5.0,5.2,9.2,,1
371,2022,2,10,0,8.4,8.0,9.5,6.9,,7.667,10.0,7.8,9.0,,1
372,2022,2,10,0,7.8,5.5,8.5,6.9,,7.389,10.0,8.3,7.2,,1
373,2022,2,11,0,7.3,9.5,6.4,5.0,,6.944,10.0,6.5,8.0,,1
373,2023,2,12,-1,8.4,9.7,0.0,2.52,8.75,7.84,5.0,7.7,9.0,,1
374,2022,2,12,-1,6.9,9.8,9.0,7.5,,7.944,5.0,5.3,8.5,,1
374,2023,3,13,0,5.4,8.3,8.8,5.63,7.65625,7.9175,10.0,6.3,6.3,3.7,1
375,2022,2,11,0,5.4,9.5,9.0,7.5,,7.667,10.0,3.3,7.5,,1
375,2023,2,12,-1,7.9,9.9,0.0,5.0,8.541666667,8.283333333,5.0,6.8,9.0,,1
376,2022,2,12,-1,4.3,9.0,9.0,7.5,,7.5,5.0,2.0,6.7,,0
376,2023,2,13,-1,5.9,9.6,8.5,2.52,7.916666667,8.226666667,5.0,4.3,7.5,,1
377,2022,2,12,-1,6.2,7.7,9.0,5.6,,6.833,5.0,4.3,8.0,,1
377,2023,3,13,0,4.8,7.6,9.6,5.0,7.34375,7.6275,10.0,6.0,5.7,2.8,0
378,2022,2,12,-1,8.1,6.8,9.0,5.6,,7.889,5.0,8.7,7.5,,1
379,2022,2,13,-1,5.0,8.1,8.5,7.5,,6.778,5.0,5.0,5.0,,1
380,2022,2,13,-1,2.5,4.4,7.9,5.0,,4.833,5.0,2.3,2.7,,0
380,2023,3,14,-1,4.5,6.4,0.0,2.52,6.71875,6.5425,5.0,7.0,4.0,2.5,1
381,2022,2,13,-1,3.3,8.3,9.0,6.9,,6.944,5.0,1.5,5.2,,0
381,2023,3,14,-1,3.9,8.4,0.0,6.89,7.34375,6.84,5.0,5.3,5.3,1.2,1
382,2022,2,14,-2,5.4,7.7,9.0,6.3,,7.333,5.0,4.0,6.8,,1
382,2023,3,15,-2,5.2,9.4,0.0,6.26,7.5,7.1725,5.0,5.0,5.8,4.7,1
383,2022,2,11,0,8.1,9.6,9.0,7.5,,7.778,10.0,8.0,8.2,,1
383,2023,3,12,0,6.5,8.8,9.2,3.14,7.5,7.5,10.0,6.3,6.2,7.0,1
384,2022,2,12,-1,8.1,8.4,9.0,6.3,,8.0,5.0,8.0,8.2,,1
384,2023,3,13,0,7.3,9.1,0.0,2.52,7.65625,7.335,10.0,6.3,7.2,8.3,1
385,2022,2,12,-1,4.9,7.5,7.4,5.0,,6.5,5.0,2.7,7.2,,1
386,2022,2,13,-1,4.0,5.9,10.0,5.6,,7.222,5.0,3.7,4.3,,1
386,2023,3,14,-1,3.3,7.0,9.2,2.52,7.03125,6.6325,5.0,5.0,3.7,1.2,1
387,2022,2,13,-1,3.7,8.2,7.0,7.5,,6.833,5.0,1.3,6.0,,1
387,2023,3,14,-1,3.0,6.8,0.0,2.52,6.875,7.0075,5.0,4.3,2.8,1.8,0
388,2022,2,14,-2,4.5,8.5,7.9,5.6,,7.722,5.0,3.5,5.5,,1
388,2023,3,15,-2,4.2,7.4,0.0,5.63,6.875,7.835,5.0,6.0,4.3,2.2,1
389,2022,2,11,0,3.5,8.9,8.0,7.5,,7.556,10.0,2.0,5.0,,1
389,2023,2,12,-1,8.2,8.2,0.0,2.52,8.75,8.95,5.0,6.8,9.5,,1
390,2022,2,12,-1,4.7,8.8,7.4,6.3,,7.722,5.0,4.0,5.3,,0
390,2023,3,13,0,4.8,8.8,7.9,2.52,7.34375,7.005,10.0,5.7,5.8,3.0,1
391,2022,2,12,-1,5.1,8.1,10.0,7.5,,8.056,5.0,5.0,5.2,,1
391,2023,3,13,0,3.5,7.5,7.9,2.52,7.5,7.585,10.0,4.2,5.0,1.3,1
392,2022,2,14,-2,4.8,8.8,9.5,5.6,,6.778,5.0,3.7,5.8,,1
392,2023,3,15,-2,4.6,9.5,9.6,2.52,6.09375,7.17,5.0,6.2,4.7,2.8,1
393,2022,2,16,-4,4.6,5.4,10.0,5.0,,6.778,2.5,4.7,4.5,,1
394,2022,2,11,0,5.9,8.6,9.5,7.5,,8.444,10.0,4.3,7.5,,1
395,2022,2,11,0,4.9,8.9,9.0,7.5,,8.333,10.0,4.2,5.7,,1
395,2023,3,12,0,6.0,8.6,9.2,2.52,7.96875,7.9175,10.0,6.7,5.3,6.0,1
396,2022,2,12,-1,5.6,8.0,9.0,6.3,,6.556,5.0,4.7,6.5,,1
397,2022,2,14,-2,2.8,5.7,9.0,6.9,,7.167,5.0,3.3,2.3,,0
397,2023,4,15,-1,4.6,7.9,7.5,2.52,7.1875,7.465,5.0,6.7,5.0,2.0,1
398,2022,2,10,0,5.5,9.3,9.0,7.5,,7.5,10.0,3.0,8.0,,1
398,2023,3,11,1,6.5,8.1,6.7,2.52,7.5,7.7925,10.0,9.3,5.8,4.5,1
399,2022,2,12,-1,4.3,9.3,6.8,5.6,,7.5,5.0,3.0,5.5,,1
399,2023,3,13,0,4.7,8.2,7.9,2.52,7.5,8.165,10.0,5.0,4.2,4.8,1
400,2022,2,14,-2,1.7,8.5,9.0,5.0,,7.444,5.0,1.2,2.2,,0
400,2023,3,15,-1,4.1,9.0,9.2,2.52,7.65625,7.375,5.0,4.8,4.7,2.8,1
401,2022,2,12,-1,4.3,9.6,6.9,7.5,,6.722,5.0,3.7,5.0,,1
401,2023,2,13,-1,7.3,8.1,4.0,2.52,7.083333333,7.116666667,5.0,6.3,8.3,,1
402,2022,2,12,-1,3.0,3.7,9.0,5.0,,7.222,5.0,4.3,1.7,,0
402,2023,3,13,0,4.2,7.3,9.2,2.52,7.8125,6.88,10.0,4.7,4.0,4.0,1
403,2022,2,12,-1,6.3,9.3,9.5,7.5,,7.5,5.0,6.5,6.2,,1
403,2023,2,13,-1,7.8,8.8,8.5,6.27,7.291666667,8.45,5.0,6.8,8.8,,1
404,2022,2,12,-1,5.3,7.3,9.0,7.5,,6.944,5.0,4.0,6.5,,0
404,2023,2,13,-1,6.0,8.3,7.9,5.02,6.875,6.89,5.0,4.7,7.2,,1
405,2022,2,13,-1,3.3,6.2,9.5,5.0,,6.0,5.0,2.7,3.8,,1
406,2022,2,13,-1,6.6,9.5,9.5,7.5,,7.333,5.0,5.4,7.8,,1
407,2022,2,13,-1,6.0,9.3,8.5,7.5,,7.056,5.0,4.0,8.0,,1
407,2023,3,14,-1,7.3,8.6,9.6,7.52,7.8125,7.5,5.0,7.3,7.2,7.3,1
408,2022,2,12,-1,3.3,9.7,8.0,7.5,,7.333,5.0,1.0,5.5,,1
408,2023,2,13,-1,6.8,8.5,7.9,3.77,8.333333333,8.45,5.0,6.0,7.5,,1
409,2022,2,11,0,7.8,9.7,7.9,7.5,,7.5,10.0,6.0,9.5,,1
409,2023,2,12,-1,8.0,9.5,8.4,2.52,7.916666667,8.73,5.0,6.2,9.7,,1
410,2022,2,14,-2,2.0,6.5,7.4,6.3,,7.444,5.0,2.0,2.0,,1
410,2023,3,15,-1,4.9,5.8,8.8,7.52,6.71875,6.0425,5.0,5.0,4.8,4.8,1
411,2022,2,12,-1,7.1,8.6,6.4,7.5,,7.833,5.0,6.7,7.5,,1
411,2023,3,13,0,6.6,9.0,6.2,7.52,7.8125,7.5425,10.0,5.7,6.7,7.3,1
412,2022,2,12,-1,7.3,9.0,8.5,7.5,,7.778,5.0,6.5,8.2,,1
412,2023,3,13,0,6.2,8.9,8.8,2.52,7.03125,7.585,10.0,5.8,5.2,7.7,1
413,2022,2,12,-1,4.7,8.7,6.4,5.6,,7.056,5.0,4.2,5.2,,0
413,2023,2,13,-1,6.3,8.9,7.9,2.52,7.291666667,7.503333333,5.0,5.8,6.7,,1
414,2022,2,12,-1,5.9,9.3,8.0,7.5,,7.667,5.0,5.7,6.2,,0
414,2023,3,13,0,6.5,9.5,0.0,7.52,7.8125,7.585,10.0,6.0,7.0,6.5,1
415,2022,2,11,0,6.2,8.3,8.0,7.5,,8.056,10.0,4.8,7.5,,1
415,2023,3,12,0,3.7,8.2,7.1,7.52,7.8125,7.8325,10.0,2.8,4.0,4.3,1
416,2022,2,12,-1,7.2,9.3,9.5,8.8,,8.222,5.0,6.7,7.7,,0
416,2023,3,13,0,7.6,9.8,9.2,2.52,8.28125,8.3375,10.0,7.0,7.0,8.8,1
417,2022,2,13,-1,8.0,10.0,10.0,7.5,,9.556,5.0,6.0,10.0,,1
417,2023,3,14,0,7.8,9.7,5.4,7.52,8.28125,8.2125,10.0,6.7,8.3,8.3,1
418,2022,2,10,0,7.5,9.4,8.0,7.5,,8.222,10.0,6.5,8.5,,0
418,2023,3,11,1,8.1,10.0,8.8,2.52,8.125,8.045,10.0,6.7,8.3,9.3,0
419,2022,2,12,-1,6.9,9.2,7.5,5.6,,8.389,5.0,5.3,8.5,,0
419,2023,3,13,0,7.6,9.5,6.7,2.52,8.125,7.875,10.0,7.0,7.3,8.5,1
420,2022,2,11,0,4.5,9.0,9.5,5.6,,8.0,10.0,1.3,7.7,,0
420,2023,3,12,0,5.3,9.3,8.3,2.52,7.65625,7.96,10.0,5.7,5.8,4.3,1
421,2022,2,11,0,8.8,9.3,8.5,7.5,,9.111,10.0,9.2,8.5,,1
421,2023,3,12,0,7.3,9.9,9.2,2.52,7.8125,8.17,10.0,8.0,6.2,7.8,1
422,2022,2,12,-1,2.5,10.0,8.5,7.5,,7.5,5.0,1.0,4.0,,1
422,2023,2,13,-1,4.4,7.8,0.0,7.52,6.666666667,6.106666667,5.0,3.0,5.7,,1
423,2022,2,12,-1,2.3,9.6,8.4,7.5,,7.667,5.0,0.5,4.0,,1
423,2023,2,13,-1,3.4,8.7,8.0,6.89,7.083333333,7.45,5.0,2.3,4.5,,1
424,2022,2,12,-1,7.5,10.0,9.0,7.5,,8.222,5.0,10.0,5.0,,1
424,2023,3,13,0,6.4,9.9,8.8,2.52,7.8125,7.7925,10.0,5.0,6.7,7.5,1
425,2022,2,12,-1,9.0,10.0,9.0,7.5,,7.5,5.0,9.0,9.0,,1
425,2023,3,13,0,7.5,9.9,9.2,2.52,7.8125,8.3775,10.0,6.7,7.3,8.5,0
426,2022,2,14,-2,4.6,6.5,9.0,7.5,,7.111,5.0,2.3,6.8,,0
426,2023,3,15,-1,5.0,7.6,5.4,5.0,7.65625,7.5425,5.0,4.7,5.2,5.0,1
427,2022,2,13,-1,2.5,8.5,8.0,7.5,,6.778,5.0,3.0,2.0,,1
428,2022,2,13,-1,9.5,8.7,6.8,7.5,,7.111,5.0,10.0,9.0,,1
428,2023,3,14,0,7.2,9.5,8.3,2.52,7.8125,8.0425,10.0,9.3,4.7,7.7,1
429,2022,2,13,-1,2.7,5.3,10.0,7.5,,6.611,5.0,2.8,2.5,,1
430,2022,2,13,-1,8.5,8.6,9.5,7.5,,6.611,5.0,7.5,9.5,,1
430,2023,3,14,-1,6.4,9.3,9.2,2.52,7.8125,7.75,5.0,7.3,5.5,6.5,1
431,2022,2,11,0,4.5,8.1,9.0,7.5,,6.778,10.0,5.0,4.0,,1
432,2022,2,14,-2,5.1,6.8,10.0,5.0,,6.611,5.0,5.7,4.5,,0
432,2023,3,15,-2,5.2,9.0,8.8,2.52,7.8125,8.0425,5.0,5.0,6.3,4.2,0
433,2022,2,12,-1,2.6,7.3,8.5,5.0,,5.778,5.0,2.2,3.0,,1
433,2023,2,13,-1,4.8,7.2,8.5,7.52,5.833333333,7.613333333,5.0,1.8,7.7,,0
434,2022,2,11,0,5.7,8.1,9.0,7.5,,6.778,10.0,4.8,6.5,,1
434,2023,2,12,-1,6.6,8.0,6.3,7.52,7.5,7.613333333,5.0,5.2,8.0,,1
435,2022,2,10,0,4.7,6.2,7.9,7.5,,6.444,10.0,3.7,5.7,,1
436,2022,2,11,0,2.0,8.1,9.5,7.5,,6.611,10.0,4.0,0.0,,1
436,2023,2,12,-1,3.4,4.7,7.5,2.52,6.875,7.613333333,5.0,3.7,3.0,,1
437,2022,2,13,-1,5.8,8.3,8.5,7.5,,6.611,5.0,6.0,5.5,,1
437,2023,2,14,-2,4.7,8.4,8.0,7.52,7.291666667,7.78,5.0,2.5,6.8,,1
438,2022,2,10,0,7.3,8.7,8.0,7.5,,6.889,10.0,6.5,8.0,,1
438,2023,2,11,0,5.4,7.5,6.9,6.26,6.458333333,7.223333333,10.0,3.5,7.3,,1
439,2022,2,12,-1,2.3,4.9,9.0,7.5,,6.5,5.0,3.2,1.3,,1
440,2022,2,11,0,5.5,9.0,9.5,6.9,,5.833,10.0,6.0,5.0,,1
440,2023,3,12,0,6.2,8.2,0.0,7.52,7.96875,7.835,10.0,7.3,7.0,4.2,1
441,2022,2,11,0,8.0,7.9,9.0,7.5,,8.333,10.0,8.0,8.0,,1
442,2022,2,11,0,7.5,8.2,10.0,7.5,,8.222,10.0,9.0,6.0,,1
442,2023,3,12,0,5.8,7.6,0.0,7.52,7.5,8.1275,10.0,6.7,6.5,4.3,1
443,2022,2,13,-1,5.6,9.1,9.0,7.5,,8.5,5.0,8.0,3.2,,1
443,2023,3,14,-1,7.6,7.5,7.1,2.52,7.96875,8.125,5.0,7.0,8.7,7.0,1
444,2022,2,11,0,3.1,7.2,9.0,5.0,,7.778,10.0,1.5,4.7,,0
444,2023,3,12,1,4.7,7.9,0.0,5.0,6.40625,6.4575,10.0,4.7,5.8,3.7,1
445,2022,2,12,-1,3.8,9.4,9.0,7.5,,7.5,5.0,0.0,7.5,,1
445,2023,2,13,-1,8.4,8.8,8.0,6.89,8.541666667,8.176666667,5.0,7.7,9.0,,1
446,2022,2,13,-1,6.9,8.9,9.5,5.0,,7.889,5.0,6.3,7.5,,1
447,2022,2,10,0,3.5,7.0,0.0,7.5,,5.556,10.0,7.0,0.0,,1
448,2022,2,11,0,5.5,9.7,9.0,7.5,,8.111,10.0,5.0,6.0,,1
449,2022,2,12,-1,7.0,6.0,0.0,7.5,,8.111,5.0,6.0,8.0,,0
449,2023,3,13,0,7.0,7.2,7.1,7.52,7.34375,6.8425,10.0,5.5,7.7,7.7,1
450,2022,2,13,-1,7.5,9.1,10.0,7.5,,8.111,5.0,6.8,8.2,,1
450,2023,3,14,-1,5.4,8.4,9.6,2.52,7.65625,7.9175,5.0,7.0,6.5,2.7,0
451,2022,2,13,-1,6.1,6.0,9.0,6.3,,6.889,5.0,3.1,9.2,,1
451,2023,2,14,-2,8.9,9.5,8.5,4.39,9.375,9.896666667,5.0,7.8,10.0,,1
452,2022,2,13,-1,4.8,5.6,9.0,7.5,,7.167,5.0,5.0,4.5,,1
453,2022,2,13,-1,8.8,8.7,9.0,7.5,,7.778,5.0,8.0,9.5,,1
454,2022,2,14,-2,2.3,8.6,9.5,5.0,,5.444,5.0,0.0,4.7,,1
454,2023,3,15,-2,2.6,7.5,0.0,5.0,4.6875,5.54,5.0,4.2,1.2,2.5,1
455,2022,2,12,-1,6.3,7.9,7.0,7.5,,7.278,5.0,6.0,6.5,,1
456,2022,2,12,-1,7.3,8.2,6.4,6.3,,8.389,5.0,6.0,8.7,,0
456,2023,2,13,-1,9.9,8.3,0.0,4.39,9.583333333,9.953333333,5.0,9.7,10.0,,1
457,2022,2,12,-1,8.5,8.8,8.0,7.5,,7.667,5.0,7.0,10.0,,1
457,2023,3,13,0,8.1,8.6,7.5,7.52,8.125,8.045,10.0,6.7,8.5,9.0,0
458,2022,2,13,-1,5.6,7.7,8.0,7.5,,5.833,5.0,4.7,6.5,,1
458,2023,3,14,-1,3.8,6.9,9.6,7.52,7.1875,6.2475,5.0,4.3,4.8,2.2,1
459,2022,2,12,-1,7.3,9.1,7.0,8.1,,7.222,5.0,5.3,9.2,,0
459,2023,3,13,0,8.3,9.3,6.7,7.52,7.1875,7.88,10.0,8.3,9.2,7.5,1
460,2022,2,12,-1,3.3,8.1,6.8,7.5,,5.056,5.0,0.5,6.0,,1
461,2022,2,12,-1,3.8,6.7,0.0,7.5,,7.222,5.0,1.5,6.2,,0
461,2023,2,13,-1,7.4,7.9,7.3,3.77,8.541666667,8.616666667,5.0,5.7,9.0,,1
462,2022,2,14,-2,3.6,8.5,10.0,7.5,,6.778,5.0,2.0,5.2,,1
462,2023,3,15,-2,2.7,8.1,10.0,5.0,7.5,6.5825,5.0,4.0,2.8,1.3,1
463,2022,2,12,-1,2.5,7.8,10.0,7.5,,7.389,5.0,2.0,3.0,,1
463,2023,3,13,0,4.0,5.4,9.2,2.52,7.8125,7.795,10.0,6.3,4.3,1.3,1
464,2022,2,13,-1,4.8,8.0,7.5,7.5,,7.722,5.0,2.7,7.0,,1
464,2023,3,14,-1,3.0,7.7,9.2,2.52,7.96875,7.38,5.0,4.8,3.7,0.5,0
465,2022,2,11,0,7.8,7.9,8.0,7.5,,8.444,10.0,9.3,6.3,,0
465,2023,3,12,0,8.5,9.4,7.5,2.52,7.96875,8.17,10.0,8.3,8.2,9.0,1
466,2022,2,13,-1,3.3,9.7,8.5,7.5,,7.556,5.0,0.5,6.0,,1
466,2023,2,14,-2,4.5,7.6,9.5,6.89,6.25,7.056666667,5.0,2.5,6.5,,1
467,2022,2,13,-1,5.5,8.4,5.8,5.0,,7.111,5.0,5.0,6.0,,1
467,2023,3,14,-1,5.2,9.2,6.3,3.14,7.1875,7.5425,5.0,6.0,6.0,3.7,1
468,2022,2,13,-1,4.1,6.7,9.5,7.5,,6.722,5.0,4.5,3.7,,1
468,2023,3,14,-1,3.4,6.0,8.3,6.27,7.34375,6.715,5.0,4.8,3.0,2.3,1
469,2022,2,11,0,5.7,9.6,9.0,5.0,,7.833,10.0,6.2,5.2,,1
469,2023,2,12,-1,7.8,9.3,7.5,2.52,7.916666667,8.843333333,5.0,6.8,8.8,,1
470,2022,2,13,-1,6.3,9.7,8.0,7.5,,7.5,5.0,5.3,7.3,,1
470,2023,3,14,-1,4.9,9.2,8.8,5.0,7.5,7.71,5.0,6.0,4.3,4.5,1
471,2022,2,13,-1,6.3,8.5,3.5,5.0,,8.056,5.0,5.7,6.8,,1
471,2023,3,14,0,5.0,9.0,0.0,6.27,7.96875,8.125,10.0,6.3,4.0,4.8,1
472,2022,2,12,-1,2.0,7.0,9.0,7.5,,7.056,5.0,1.8,2.2,,0
472,2023,2,13,-1,5.5,7.1,5.1,7.52,7.708333333,8.223333333,5.0,3.7,7.2,,0
473,2022,2,12,-1,4.3,6.1,8.0,7.5,,5.889,5.0,4.5,4.0,,1
474,2022,2,13,-1,3.0,9.1,9.5,7.5,,6.0,5.0,1.3,4.7,,1
474,2023,3,14,-1,3.3,7.8,0.0,5.0,7.1875,6.7575,5.0,4.8,3.8,1.2,1
475,2022,2,12,-1,5.8,9.2,8.5,7.5,,7.667,5.0,3.3,8.3,,1
476,2022,2,12,-1,5.5,9.3,9.0,4.4,,7.556,5.0,5.0,6.0,,1
476,2023,3,13,0,4.1,7.0,7.9,2.52,7.34375,7.505,10.0,5.0,4.5,2.7,1
477,2022,2,13,-1,0.7,5.0,0.0,5.6,,4.5,5.0,0.3,1.0,,1
478,2022,2,12,-1,4.9,9.1,8.5,5.6,,7.056,5.0,3.8,6.0,,1
478,2023,3,13,0,4.4,7.3,6.7,2.52,7.1875,7.2975,10.0,4.3,4.7,4.3,1
479,2022,1,10,-1,9.8,9.2,8.0,7.5,,9.5,5.0,10.0,9.7,,1
479,2023,2,11,0,9.7,10.0,9.0,2.52,9.791666667,9.6375,10.0,9.3,10.0,,1
480,2022,1,10,-1,6.3,8.8,9.0,7.5,,8.444,5.0,6.8,5.7,,0
480,2023,1,11,-1,7.9,9.7,10.0,7.52,7.96875,8.336666667,5.0,7.2,8.5,,1
481,2022,1,9,0,5.2,8.0,9.0,7.5,,6.889,10.0,5.7,4.7,,1
482,2022,1,11,-1,5.5,7.9,10.0,7.5,,6.833,5.0,4.3,6.7,,1
483,2022,1,11,-1,2.4,4.8,9.0,5.0,,6.833,5.0,2.0,2.8,,1
483,2023,1,12,-2,5.6,6.0,9.0,2.52,7.916666667,8.166666667,5.0,5.0,6.2,,1
484,2022,1,11,-1,6.5,8.7,9.5,5.0,,6.389,5.0,8.0,5.0,,1
484,2023,2,12,-1,3.6,7.5,6.4,2.52,5.416666667,6.8,5.0,3.2,4.0,,1
485,2022,1,10,-1,1.2,4.0,9.5,7.5,,5.444,5.0,1.0,1.3,,1
486,2022,1,10,-1,7.3,9.9,10.0,7.5,,7.222,5.0,6.7,7.8,,1
486,2023,2,11,0,6.2,6.4,8.4,2.52,7.5,8.7525,10.0,3.3,9.0,,1
487,2022,1,10,-1,9.6,9.7,7.5,7.5,,9.333,5.0,9.7,9.5,,1
487,2023,2,11,0,9.5,9.9,8.5,5.0,9.166666667,9.26,10.0,9.2,9.7,,1
488,2022,1,10,-1,7.3,8.8,8.5,7.5,,7.722,5.0,6.0,8.5,,1
489,2022,1,9,0,0.0,7.2,9.0,7.5,,6.5,10.0,0.0,0.0,,1
490,2022,1,10,-1,7.7,8.2,7.9,7.5,,8.722,5.0,6.0,9.3,,1
490,2023,2,11,0,5.8,7.9,7.9,2.52,8.541666667,9.0075,10.0,2.8,8.7,,1
491,2022,1,11,-1,7.0,9.7,7.5,7.5,,7.722,5.0,6.0,8.0,,1
491,2023,2,12,0,5.0,9.6,9.5,2.52,7.708333333,8.3375,10.0,3.3,6.7,,1
492,2022,1,11,-1,7.1,8.8,10.0,7.5,,8.278,5.0,8.2,6.0,,1
493,2022,1,9,0,7.2,9.4,10.0,7.5,,8.278,10.0,7.3,7.0,,1
493,2023,2,10,0,6.0,9.6,9.5,2.52,8.541666667,8.84,10.0,4.7,7.2,,1
494,2022,1,11,-1,5.8,8.3,6.4,5.0,,6.944,5.0,6.3,5.2,,0
494,2023,2,12,-1,6.8,9.0,6.9,2.52,7.708333333,8.71,5.0,6.3,7.3,,1
495,2022,1,11,-1,8.4,8.9,9.0,7.5,,8.056,5.0,8.0,8.8,,1
